Hole SNR1 SNR2 SNR3 SNR4 HasAlignment
31851174 13.5203 8.84941 11.7657 6.41487 True
31851175 10.6682 5.83141 9.90638 5.22553 True
31851183 12.6217 8.30051 12.4765 6.61814 True
31851402 7.55822 2.21475 7.5297 1.61506 False
31851403 13.091 8.66558 12.1695 6.53744 True
31851408 7.08114 4.62865 6.7217 3.48202 True
31851415 14.9583 10.1502 13.4535 7.36488 True
31851420 10.3802 6.7422 9.71519 5.06035 True
31851422 14.6183 9.8321 13.739 7.54318 True
31851423 11.2014 5.42734 9.28854 3.74273 False
31916208 12.5443 8.13226 11.4091 6.06995 True
31916211 4.27098 2.8402 4.04403 2.37959 False
31916215 11.4971 7.7648 7.98773 4.30131 False
31916219 13.9959 9.30073 13.4047 7.20174 True
31916220 10.7503 6.5014 9.44078 5.17592 True
31916222 13.6108 8.60437 13.5705 7.16862 True
31916224 5.33262 2.62108 7.30853 2.0744 False
31916227 12.7372 8.35526 11.3175 5.95982 True
31916229 8.79133 5.60162 3.62211 1.97267 False
31916234 7.97059 4.81112 6.91837 3.51235 True
31916236 13.3777 8.86211 12.1732 6.54499 True
31916448 12.0368 7.26566 12.706 6.23422 True
31916449 13.4707 8.91937 10.5737 5.69086 True
31916452 7.36621 5.52143 4.58546 2.42646 False
31916456 7.79234 4.57294 6.43927 3.359 False
31916459 11.3427 7.77884 10.3703 5.46736 True
31916460 11.6924 7.57777 11.46 5.94108 True
31916461 14.0055 10.2053 12.6134 7.38325 True
31916463 11.5063 7.40452 11.3419 5.93232 True
31916466 11.6212 6.89553 10.0371 5.39084 True
31916468 7.93466 5.0903 7.37548 3.95318 True
31916470 12.5291 8.48155 13.1603 6.89628 True
31916471 4.72405 2.68578 4.44116 2.28444 False
31916473 11.4397 7.39897 11.6755 6.35181 True
31916474 11.8961 7.98741 11.1474 5.85844 True
31916477 7.23181 4.57263 6.20515 3.32027 True
31916689 3.67331 2.64421 4.00778 1.72146 False
31916692 13.6522 10.109 12.6661 6.90577 True
31916695 11.2007 6.84475 11.5957 5.97848 True
31916696 13.5523 8.91338 11.7612 6.15341 True
31916697 8.38821 4.7031 7.21654 4.33631 False
31916698 12.6412 8.31881 12.3358 6.60836 True
31916699 8.81443 5.68426 6.12776 3.14796 True
31916701 8.69878 5.51244 6.43609 3.24451 True
31916703 12.0439 7.95532 13.7221 7.30926 True
31916704 11.2217 7.60411 10.3457 5.1576 True
31916707 11.9937 7.93177 10.9162 5.90165 True
31916713 11.2421 7.48736 13.1905 7.09243 True
31916929 14.6766 10.2869 13.4799 7.22309 True
31916933 3.9437 2.22059 3.88908 1.80414 False
31916939 8.15471 5.08124 7.46926 3.88573 True
31916940 4.11724 2.10609 4.15414 1.9551 False
31916955 15.0823 10.2468 14.1875 7.8138 True
31981744 12.8284 8.36823 13.097 7.30953 True
31981754 13.2224 8.66475 12.2275 6.54603 True
31981757 11.1648 8.61339 10.8948 5.99568 True
31981765 5.17013 3.29432 4.69793 2.43918 False
31981766 9.80339 6.33219 9.86318 4.5988 True
31981767 11.2621 7.46359 8.95828 4.72074 True
31981769 9.53623 5.90591 9.62314 4.983 True
31981770 14.5165 9.59846 14.3123 7.81744 True
31981772 11.4842 8.18693 10.445 6.221 True
31981773 12.8164 8.12696 9.83033 5.22006 True
31981985 12.1515 7.82126 12.6443 6.93091 True
31981986 4.63289 3.10331 3.92065 2.16659 False
31981988 10.2244 6.37611 7.68021 3.87886 True
31981989 10.8423 7.30853 11.8498 6.74439 True
31981992 4.77968 3.11191 3.74298 2.08687 False
31981993 12.5427 7.49601 12.8535 7.37538 True
31982000 12.4642 8.26445 12.2123 6.45708 True
31982002 10.8013 6.95453 10.0617 5.35105 True
31982003 10.7275 7.39534 9.91931 5.12844 True
31982007 6.01252 4.15946 4.07618 2.17373 False
31982011 11.3746 7.49775 10.3109 5.23663 True
31982014 5.00053 3.39542 3.56626 2.28906 True
31982015 12.8138 8.43291 13.7465 7.68135 True
31982229 13.0162 8.90524 11.2668 6.01012 True
31982232 13.0909 8.5952 12.1952 6.44526 True
31982238 12.5929 8.38156 9.98382 5.33168 True
31982239 11.4859 7.41229 12.1649 6.41543 True
31982242 11.8205 8.13403 9.56916 4.88651 True
31982244 12.1328 8.45121 12.1418 6.19248 True
31982245 13.112 8.6238 12.1033 6.43509 True
31982247 12.0269 8.91862 11.7069 6.40663 True
31982249 13.2976 8.72429 14.9667 7.96813 True
31982251 11.8443 8.42698 12.2247 6.65507 True
31982252 11.8914 8.05056 12.6571 6.75524 True
31982477 15.7441 10.396 14.1851 7.69473 True
31982480 14.5418 9.63454 13.6817 7.31816 True
31982484 14.2318 9.24062 12.8559 6.82679 True
32047284 14.1902 9.43379 12.8948 6.97188 True
32047289 13.1512 8.68045 11.7408 6.24818 True
32047290 11.5987 3.26697 9.37723 2.77787 False
32047291 14.1506 9.00438 13.3249 7.58835 True
32047296 14.3415 9.55005 12.9593 6.957 True
32047298 13.2737 8.73743 13.8082 7.40418 True
32047302 13.7469 8.90107 12.5681 6.64899 True
32047304 13.1284 8.59355 12.8932 6.86499 True
32047309 14.2905 9.43758 11.4798 5.88675 True
32047310 12.9079 8.70912 13.7084 7.38018 True
32047530 12.9138 8.27717 10.9917 5.86097 True
32047533 8.27166 5.15122 3.58307 1.81855 False
32047537 11.777 7.74053 10.3706 5.54619 True
32047539 10.2219 5.07545 9.63198 4.73934 True
32047545 12.9929 8.22434 15.3858 8.33457 True
32047550 13.6544 9.16634 13.0146 6.95011 True
32047551 12.7131 8.3963 11.5411 6.17544 True
32047765 13.412 8.93468 12.5243 6.65449 True
32047770 3.53961 2.19404 3.60314 2.06126 False
32047772 7.32625 4.78574 6.59132 3.33424 False
32047773 13.1241 8.55685 11.8004 6.36183 True
32047776 7.2159 4.65873 5.45649 2.94887 True
32047777 3.90674 2.65357 3.19231 2.12472 False
32047780 15.2568 9.59793 13.1936 6.88612 True
32047781 12.0629 7.86233 11.5332 6.02022 True
32047785 4.11052 2.87897 3.51969 2.41712 False
32048000 15.607 10.3993 12.8778 6.95413 True
32048006 9.37518 2.94269 5.48287 2.23124 False
32048011 15.6112 11.0024 14.7123 8.33761 True
32048013 8.80587 4.15677 7.32219 2.72816 False
32048017 16.9581 11.2077 15.7907 8.58654 True
32048021 3.97483 2.07315 4.03634 1.63048 False
32048022 6.50173 2.60038 4.78711 1.72182 False
32048023 16.3363 11.0829 15.6597 8.57367 True
32048024 7.28027 3.96492 5.20141 2.25213 False
32048031 4.77151 2.34496 6.22313 1.85549 False
32112817 5.23687 3.44931 3.6919 2.19665 False
32112826 13.1901 8.49786 10.7285 5.94328 True
32112833 12.7788 8.09538 11.9568 6.26466 True
32112834 11.3489 7.44265 12.2967 6.72025 True
32112836 12.4456 8.57049 12.3127 6.56428 True
32112837 11.2169 6.98461 10.2979 5.40043 True
32112838 11.8752 6.21764 10.1321 4.74474 True
32112841 14.0779 9.38406 12.2649 6.54154 True
32112844 15.6925 9.96387 13.1902 7.019 True
32113056 10.8675 7.04682 10.5508 5.68682 True
32113060 10.4389 6.47487 7.81461 3.85294 True
32113061 13.827 8.61694 12.8975 6.64528 True
32113062 11.9319 7.72449 10.4827 5.96341 True
32113064 9.32867 6.1657 9.86173 5.20646 True
32113065 7.48893 4.93413 5.57447 2.99665 True
32113066 12.964 8.47628 12.6654 6.79371 True
32113075 8.81139 5.2078 7.46284 3.67261 False
32113082 11.1454 7.48584 9.95424 5.14092 True
32113085 13.1195 8.83359 11.3198 6.00848 True
32113086 12.7539 8.47974 12.8814 7.01347 True
32113087 10.0501 6.55226 7.99931 4.16308 True
32113296 11.4167 6.89139 12.2965 6.20868 True
32113297 6.09124 3.45754 5.13037 1.54652 False
32113298 14.7746 9.71454 13.1666 7.04469 True
32113299 3.73684 2.46094 3.80141 2.11823 False
32113303 12.1627 8.49689 11.873 6.49463 True
32113311 12.1027 7.95151 11.611 6.16937 True
32113313 9.47116 5.5636 7.54101 4.15708 False
32113315 14.1288 9.30036 12.8418 6.79155 True
32113319 4.37185 2.77888 3.95204 2.11516 False
32113324 12.251 7.83355 12.9036 7.08882 True
32113325 12.9382 8.37813 11.3548 5.87507 True
32113326 8.45772 4.79968 7.39666 3.43087 False
32113541 14.4055 9.37867 14.3723 7.69843 True
32113542 13.6531 8.36688 11.6947 6.39984 True
32113544 4.10592 2.31494 6.30103 1.91396 False
32113548 13.7297 9.4586 12.7356 6.89682 True
32113552 13.4223 9.34908 13.5403 6.98394 True
32113557 14.4354 9.01482 13.8315 7.44981 True
32113561 14.5391 9.63673 13.561 7.33571 True
32113564 4.92465 2.13115 4.27508 1.65827 False
32178353 12.6952 7.82536 12.8301 7.64179 False
32178354 4.77935 2.95209 6.75377 2.25285 False
32178356 14.272 9.37431 12.6457 6.88034 True
32178358 4.24942 2.9121 4.48168 2.30633 False
32178359 11.9681 7.85789 9.68202 5.20264 False
32178364 7.53691 2.55514 5.03892 2.07639 False
32178365 13.041 9.00405 12.7551 6.93627 True
32178373 13.3314 8.45986 13.0637 6.74437 True
32178376 11.6934 7.75501 10.0487 5.35134 True
32178377 13.5711 9.33627 13.1806 7.19049 True
32178379 10.7019 6.09019 8.06575 4.33025 True
32178380 12.3652 8.49209 11.4959 6.239 True
32178592 12.6902 8.39951 12.6065 6.64583 True
32178593 3.87867 1.86445 4.61836 2.12396 False
32178595 12.3836 8.11385 11.7645 6.18304 True
32178596 12.4778 7.80918 12.1619 6.16086 True
32178603 10.773 6.86084 8.60621 4.66225 True
32178604 5.01793 2.9605 4.1183 2.6268 False
32178605 11.119 7.3174 10.6428 5.62787 True
32178612 13.0529 8.59285 13.1735 7.02064 True
32178614 10.9446 7.39193 9.53032 5.04333 True
32178615 12.4526 7.4647 10.1086 5.37694 True
32178616 5.70306 2.43828 5.03908 2.0243 False
32178619 11.1214 7.29507 11.7126 5.98876 True
32178833 13.1616 8.63189 14.6309 7.8335 True
32178838 12.2991 8.14974 11.1828 5.97081 True
32178841 12.6588 8.35807 11.5125 6.13112 True
32178846 8.38414 5.33301 7.07422 3.63281 True
32178847 12.9874 8.51303 12.2756 6.41335 True
32178849 13.457 8.35929 10.849 5.46833 False
32178851 12.5894 8.18791 11.3015 6.12128 True
32178854 10.9305 6.83812 10.8423 5.88442 True
32178857 8.97095 4.78274 6.57516 3.64674 False
32178859 11.5176 6.92116 6.81327 3.09466 False
32179074 11.8262 8.77776 11.3341 6.9236 True
32179077 4.78936 2.15769 3.65359 1.65959 False
32179083 4.80494 2.29893 3.17525 1.5856 False
32179085 9.69061 6.2063 8.64738 4.49867 True
32179090 7.45253 4.92563 6.07183 3.07441 True
32179091 14.5189 10.0488 14.3292 7.98494 True
32179098 15.64 10.3221 14.4003 7.77701 True
32179101 5.02431 2.06434 3.42813 1.66192 False
32243888 11.4026 8.41783 10.7909 6.46875 True
32243891 13.8085 9.15228 11.4131 6.0606 True
32243897 14.0288 9.12702 13.039 6.77828 True
32243901 3.81477 2.0311 4.55182 1.67005 False
32243907 7.57316 3.94873 6.27415 3.24404 False
32243908 10.4333 6.47902 11.3401 5.89525 True
32243912 10.2313 6.53386 11.4952 5.8164 True
32243913 12.9117 9.03968 11.2251 6.22099 True
32243914 12.73 8.7465 11.8081 6.51408 True
32243915 11.3464 7.82679 10.844 5.92345 True
32243919 14.6875 9.18714 12.8899 6.74505 True
32244128 13.1814 8.59105 12.6327 6.71232 True
32244131 12.6467 8.47337 10.4614 5.52675 True
32244136 9.85319 5.64384 8.82866 4.54094 True
32244139 12.9433 8.51667 12.0924 6.41688 True
32244145 11.8887 8.02078 10.4535 5.66713 True
32244148 12.6478 8.48801 12.0007 6.3652 True
32244154 7.69067 4.84478 6.33889 3.05212 True
32244157 8.16097 5.05422 6.64763 3.63255 False
32244369 12.3082 8.25759 13.0699 6.96692 True
32244371 9.25992 5.29212 6.95704 3.98316 False
32244372 11.9422 7.69591 10.1252 5.69914 True
32244373 7.84341 5.11827 7.23651 3.75936 True
32244377 11.7621 7.80569 10.2713 5.28612 True
32244381 12.0194 8.27678 11.9624 6.7091 True
32244382 12.5499 8.21121 11.0667 5.80577 True
32244390 13.7053 9.10502 12.8373 6.85176 True
32244399 9.74018 6.0165 8.83645 4.63275 False
32244611 4.651 1.97188 3.32013 1.6595 False
32244613 5.16263 2.3449 4.33696 2.02388 False
32244621 13.5555 8.72438 11.1488 6.12309 True
32244627 5.8305 2.77785 5.94033 1.78695 False
32244631 14.3161 10.0119 13.3911 7.5022 True
32244632 4.30835 2.38138 3.19241 1.85567 False
32244634 12.4478 8.28211 13.09 7.03167 True
32244636 13.8017 9.74607 13.7821 7.73434 True
32309429 8.82152 4.41024 6.5748 2.67819 True
32309430 14.7565 8.96354 11.6465 6.46842 True
32309433 13.4913 8.99847 12.3019 6.68766 True
32309436 14.2921 9.37516 15.06 8.04033 True
32309442 11.3925 7.47336 11.6286 6.39239 True
32309443 13.2078 8.54574 11.9707 6.3249 True
32309444 11.6656 6.3049 4.37683 2.3806 False
32309446 14.0041 9.35067 11.2881 6.0116 True
32309450 12.4039 8.62187 10.8069 5.88822 True
32309455 11.9956 8.20084 13.4749 7.44952 True
32309665 12.4921 8.16289 11.7 6.2279 True
32309667 9.86685 5.91529 10.8453 5.74815 True
32309674 11.3712 7.92279 10.3144 5.15614 True
32309683 10.9963 7.30425 10.401 5.45734 True
32309690 10.3103 8.59798 9.63545 5.38812 False
32309692 11.9589 7.85378 12.627 6.91403 True
32309905 13.2495 8.6566 10.8452 5.99104 True
32309908 13.7262 9.03531 12.8158 6.81507 True
32309909 12.2107 7.99699 11.0153 5.58881 True
32309914 12.3602 8.44649 11.0045 6.06358 True
32309915 11.302 6.80421 11.0542 5.55789 True
32309920 5.15659 2.46658 3.84929 1.67685 False
32309922 9.54559 5.9361 10.0393 5.40021 True
32309924 13.4281 9.54463 12.7479 6.9921 True
32309927 11.8968 7.59675 9.18527 4.69287 True
32309929 12.6584 8.43515 11.4121 5.97503 True
32309932 11.7633 7.74089 12.0172 6.45819 False
32310156 14.9441 9.88825 14.338 7.73379 True
32310162 14.2578 9.58157 12.3969 6.62232 True
32310169 3.30736 1.91468 4.02394 1.68938 False
32310171 9.77327 6.47819 9.82086 4.83501 True
32310174 3.84079 2.14694 4.47664 1.59689 False
32374961 7.03905 2.65937 4.9785 1.95668 False
32374963 12.1345 7.62591 10.3689 5.93999 True
32374966 12.4791 8.10345 12.7334 7.13654 False
32374975 13.8084 9.34167 10.026 5.42992 True
32374976 13.6158 8.92542 12.968 7.26304 True
32374981 12.7241 7.98076 12.0971 5.81395 True
32374982 14.1038 9.09085 12.4742 6.37443 True
32374984 5.19688 3.42563 3.86048 2.57317 False
32374985 13.5029 9.10929 8.47904 4.79014 True
32374986 7.68199 4.57251 5.48642 2.89107 True
32374990 13.791 8.87424 12.9337 6.95165 True
32375200 11.4734 7.64977 10.7874 5.71785 True
32375204 10.397 5.00092 6.46955 2.78664 False
32375206 6.82899 4.40656 4.85434 2.67166 False
32375207 8.94116 5.85234 8.78248 4.5126 True
32375210 4.4132 2.84936 3.83549 2.28831 False
32375214 6.37848 4.03125 4.50973 2.57872 False
32375221 0.0 0.0 0.0 0.0 False
32375222 12.8571 7.86761 12.2645 6.42246 True
32375223 5.281 3.44688 3.72046 2.33567 False
32375227 10.1468 6.03175 8.79058 3.92154 True
32375229 12.3035 8.3129 11.8724 6.45297 True
32375442 12.2148 8.34126 10.3204 5.57056 True
32375443 12.7959 8.39968 11.8935 6.30926 True
32375445 11.871 7.63086 12.9565 7.21218 True
32375451 12.8826 8.9135 10.4695 5.619 True
32375452 10.3684 6.05264 10.8793 5.02335 True
32375455 6.90188 4.34109 4.93815 2.53338 True
32375459 11.6771 7.43771 13.7805 7.19523 True
32375460 5.38849 3.61129 3.82879 2.50043 False
32375463 13.9137 8.92389 11.6654 6.17588 True
32375464 7.19927 4.3487 6.28468 3.41568 False
32375465 11.9352 7.723 11.4569 5.97023 True
32375683 4.6734 2.04369 3.70132 1.77843 False
32375686 15.5858 10.393 13.8069 7.44876 True
32375693 4.22601 2.31689 3.64159 1.74565 False
32375695 5.857 2.82426 4.93358 1.95593 False
32440496 13.3672 8.76498 13.6838 7.2688 True
32440498 11.484 8.44688 9.40822 5.67978 True
32440501 3.98501 2.77675 3.481 2.12452 False
32440503 11.822 7.32732 11.9492 5.66903 False
32440505 13.3869 8.56551 10.6265 5.79543 False
32440508 12.8407 8.68783 11.6908 6.24576 True
32440509 11.4567 7.96779 10.4388 5.40624 True
32440512 13.771 9.43501 11.463 6.16917 True
32440514 13.259 8.89731 13.1941 7.22384 True
32440518 11.0959 7.80815 12.0581 6.50165 True
32440519 14.3611 9.334 12.8518 6.80457 True
32440521 14.358 9.19631 12.0108 6.44849 True
32440525 13.1171 8.69519 12.5226 6.6812 True
32440736 4.70986 2.81962 3.987 2.23726 False
32440737 12.353 8.16663 11.5184 6.06543 True
32440740 12.1966 8.07936 11.8158 6.35744 True
32440743 12.0914 7.95325 11.5917 6.05123 True
32440744 3.89984 2.58095 3.79891 2.27069 False
32440746 10.5911 7.66937 12.4524 7.18276 True
32440747 12.8877 8.37137 10.5452 5.82638 True
32440750 9.38992 4.59204 8.21704 3.31372 False
32440751 12.6486 8.5599 11.5705 5.95657 True
32440755 9.22712 6.18851 9.2711 4.99539 False
32440759 10.7907 6.98391 10.1605 5.22577 True
32440765 7.20359 4.11083 8.94607 4.35204 False
32440978 6.43224 4.07444 4.86251 2.53027 True
32440979 4.77171 3.21347 3.52625 2.3676 False
32440981 12.4191 8.14826 11.0516 5.86502 True
32440982 5.14064 2.37321 4.9413 1.92251 False
32440986 12.9216 8.33177 12.3398 6.50746 False
32440992 13.5685 8.75954 12.9834 6.89304 True
32440993 12.2968 7.91254 12.0007 6.79016 False
32440995 10.5856 5.09872 9.42986 3.80316 False
32441004 10.27 5.91926 10.282 4.77983 False
32441007 11.6731 7.57451 10.6796 5.58069 True
32441217 14.4233 9.86039 11.2736 6.14922 True
32441220 4.03333 1.97372 4.07138 1.76169 False
32441241 15.7043 10.5773 15.092 8.2846 True
32506034 11.9133 8.53193 11.5285 6.94104 True
32506038 13.4422 9.27314 12.9491 7.07808 True
32506040 12.0087 7.78219 11.3742 6.39831 True
32506043 10.2887 5.75623 11.6455 6.10178 True
32506044 13.7035 9.72127 10.7716 5.7894 True
32506045 13.3987 9.01241 13.213 7.21743 True
32506049 13.4307 8.80098 12.3063 6.74404 True
32506053 8.83217 6.15418 6.37247 4.87612 True
32506055 4.12567 2.9003 4.3081 2.08497 False
32506060 14.2151 4.83305 11.2664 4.37557 False
32506062 8.15921 4.48151 5.54657 2.5099 True
32506272 13.074 8.58997 10.7879 5.7943 True
32506273 10.0877 6.8352 8.06755 4.17968 True
32506276 12.1635 7.96912 9.86322 5.31848 True
32506279 8.44969 5.32859 9.92759 4.12461 True
32506280 11.2224 7.77173 12.514 6.56086 True
32506284 12.6101 8.40011 11.3847 6.09933 True
32506288 11.9443 7.62919 11.0398 5.78519 False
32506290 12.7374 8.34137 11.575 6.07562 True
32506292 12.9094 8.78186 12.9339 7.05408 True
32506293 4.40359 2.98473 3.60159 2.17627 False
32506294 5.9279 3.42009 4.30695 2.19039 False
32506303 10.961 7.2122 11.998 6.13784 True
32506512 13.6993 4.7232 7.49421 2.45989 False
32506514 9.54794 5.46244 9.78633 5.28016 False
32506515 12.1615 8.11024 12.9621 6.89117 True
32506516 13.2953 8.77368 12.2662 6.53702 True
32506517 13.3214 8.57065 12.9385 6.3599 True
32506520 5.81852 3.47409 4.6302 2.65118 False
32506522 13.1952 8.40963 11.6687 6.23662 False
32506527 13.0091 8.68891 13.4074 7.11345 True
32506530 8.74145 5.5688 9.46327 4.55584 True
32506535 11.5124 7.276 11.9638 6.11866 True
32506536 5.46729 3.69515 3.78639 2.28086 False
32506537 11.406 7.77185 8.70448 4.66501 True
32506541 9.22602 5.58495 5.16303 2.802 True
32506543 13.2828 8.83589 13.5061 7.23704 True
32506763 14.599 9.52594 13.4943 7.2216 True
32506771 13.2491 9.18627 12.5897 7.10403 True
32506773 4.30572 2.17724 3.34502 1.54914 False
32571579 10.9155 6.79258 7.79525 4.06286 True
32571583 7.43139 4.72881 6.16476 3.35027 True
32571585 13.9254 9.21311 13.8439 7.43817 True
32571586 14.389 9.49827 12.5791 6.69804 True
32571587 12.6051 8.04661 11.1334 5.88546 True
32571589 12.615 8.23621 12.133 6.76828 True
32571598 13.2098 8.24339 10.2905 5.22979 True
32571599 14.3978 9.45692 11.4285 6.09145 True
32571811 4.83247 2.90914 4.1802 2.28855 False
32571813 13.9788 9.17729 12.8023 6.79557 True
32571815 12.6204 8.23206 11.9869 6.41611 True
32571817 12.9495 8.61468 12.5817 6.73174 True
32571823 11.0363 7.40441 10.2194 5.51608 True
32571824 12.1383 8.60399 11.1495 6.05258 True
32571832 11.4433 7.94777 11.4892 6.34148 True
32572049 12.9007 8.13419 10.1727 5.3731 True
32572052 13.7866 8.03984 12.0925 5.9566 True
32572054 11.371 7.13187 12.2905 6.47098 True
32572055 11.4853 6.99947 12.3342 6.23909 True
32572058 10.9312 7.17973 10.9427 5.67417 True
32572059 11.8113 7.83733 10.879 5.77551 True
32572061 3.8354 2.13795 3.44843 1.77678 False
32572067 7.46625 4.84019 5.97518 3.17957 True
32572068 12.8851 8.55746 11.6759 6.2327 True
32572071 13.0326 8.55397 13.3079 7.05093 True
32572073 11.4943 7.2814 11.3358 6.03916 True
32572076 12.2268 7.7806 11.3725 5.59013 True
32572078 13.1092 8.67883 12.6699 6.77635 False
32572295 13.8401 9.67398 13.0575 7.09944 True
32572309 4.79703 2.15989 3.43529 1.70188 False
32572319 8.64756 5.27519 7.60531 3.15314 True
32637104 13.1896 8.78535 13.1505 6.97695 True
32637110 6.6876 5.16053 4.59091 2.76575 False
32637116 5.85462 3.70057 4.54846 2.35426 False
32637119 11.5346 6.76053 9.64774 5.41206 True
32637127 4.392 3.09829 3.09722 1.69234 False
32637129 11.8833 8.77244 12.8071 7.07412 True
32637134 12.9771 8.51676 11.6089 6.26416 True
32637347 9.44411 5.65133 8.80349 3.04895 False
32637351 9.86936 5.57614 6.53615 3.48395 False
32637355 10.56 6.73272 10.0077 5.38148 True
32637357 11.7159 7.76497 10.536 5.5428 True
32637360 9.65695 7.36706 11.3631 5.63923 True
32637366 11.9845 7.91963 10.9785 5.81397 True
32637584 10.7502 6.83435 12.3014 6.59685 True
32637585 7.89167 5.12245 6.57844 3.41674 True
32637587 13.019 7.99769 11.0881 5.87336 True
32637588 7.11418 4.34113 5.34197 3.10997 False
32637590 11.0291 6.74074 10.7781 5.57702 True
32637591 12.2031 7.73814 11.358 6.08646 True
32637594 8.30598 5.43678 7.95091 4.14696 True
32637597 11.8377 8.53412 11.8964 6.69295 True
32637604 12.1991 8.17413 13.3935 7.16744 True
32637606 7.77043 4.92474 3.86973 1.7473 False
32637609 13.2944 8.62755 11.065 5.84067 True
32637611 6.34857 3.0179 5.14533 1.7932 False
32637612 7.16871 3.76853 5.58973 2.8575 False
32637615 13.5249 8.91721 12.3368 6.53929 True
32637827 7.25013 4.62769 5.93895 2.98195 True
32637833 8.98708 5.76837 6.98623 3.67558 False
32637840 4.63827 2.10486 3.2231 1.54634 False
32637843 13.281 8.78278 13.2979 7.08693 True
32637850 13.8235 8.90129 11.7703 6.43954 True
32702640 12.091 9.2489 12.1075 6.94459 True
32702648 6.34603 4.18148 4.88767 2.70662 True
32702649 14.0419 9.39809 13.7012 7.30045 True
32702651 13.3897 8.83935 13.0559 6.9346 True
32702653 4.47625 2.76315 3.32114 1.86846 False
32702656 6.76419 4.29256 4.50508 2.42764 False
32702663 13.5585 8.26247 10.9072 6.43152 True
32702664 5.32147 3.59726 3.91181 2.35919 False
32702668 12.4927 7.66634 12.2389 5.77528 True
32702882 12.2118 7.98686 11.6914 6.47726 True
32702886 12.6708 8.10292 12.1494 5.97946 True
32702894 12.5592 8.06726 11.1087 5.49234 True
32702898 11.9055 7.97372 11.3872 6.00718 True
32702901 12.0527 8.07164 11.8987 6.26631 True
32702909 12.2278 8.03275 9.85052 5.25471 True
32703120 9.47937 6.27937 3.8387 2.36341 False
32703124 12.0748 7.90774 12.3539 6.41234 True
32703125 6.0108 3.7238 4.59019 2.43201 False
32703140 11.4496 7.67409 11.8702 6.09548 True
32703147 11.8991 8.04543 11.5157 6.1156 True
32703151 9.55689 6.17831 9.02851 4.82681 True
32703362 4.53974 2.0413 5.22449 1.56807 False
32703364 3.19786 2.00968 4.86229 1.93182 False
32703377 14.4123 9.51667 12.6732 6.63983 True
32703378 4.54153 2.10886 4.16284 1.6086 False
32703381 15.4794 10.1215 14.4056 7.68542 True
32703386 5.26972 2.33551 7.70968 1.98393 False
32703390 10.4495 6.69956 9.62203 4.73114 True
32768177 7.36188 4.15447 4.91656 2.58324 False
32768186 11.0861 7.25593 12.7943 7.07681 True
32768187 10.3155 6.51648 10.5133 5.55097 False
32768192 13.4648 9.00684 14.4954 7.71575 True
32768194 11.9183 7.31299 13.2735 6.89549 True
32768195 12.3078 8.63151 13.2071 7.1907 True
32768199 11.1942 7.15 8.64056 4.27543 True
32768203 10.7052 6.12453 7.33175 3.62582 True
32768207 14.9068 9.62949 11.541 6.0379 True
32768416 13.1056 8.48054 12.2049 6.90167 False
32768417 12.846 8.18347 9.93526 4.94004 True
32768418 13.077 8.528 12.6174 6.74209 True
32768424 11.4224 7.35474 11.2454 5.95536 True
32768425 12.1823 7.98211 9.94812 5.44317 True
32768426 7.86091 4.66369 4.74617 2.51429 False
32768435 10.2593 5.88368 7.02007 3.48945 False
32768442 12.6491 8.25161 11.4137 6.05605 True
32768445 11.7762 8.42472 11.7206 6.26877 True
32768446 11.8502 7.69193 10.5185 5.64444 False
32768656 6.53016 4.22761 5.6403 2.85218 True
32768669 10.4072 5.17152 9.33106 3.29462 False
32768676 9.90122 4.5927 5.98022 2.1909 False
32768678 11.6226 6.43543 10.5478 4.86941 False
32768680 14.4644 9.46613 14.7453 7.74017 True
32768685 14.5627 9.527 13.6998 7.24322 True
32768898 13.8527 9.43759 12.2767 6.71841 True
32768900 6.05977 2.07131 6.47414 1.80195 False
32768902 14.7544 9.65384 13.7094 7.38054 True
32768916 5.07573 1.89527 3.90997 1.68265 False
32768919 4.09534 2.21108 3.78145 1.58886 False
32768921 6.00988 2.26168 5.31567 2.0925 False
46334128 13.3606 8.72415 12.2785 6.55411 True
46334135 10.6778 5.19003 8.9771 5.0529 False
46334141 13.5232 8.97515 12.3288 6.61702 True
46334143 14.6136 9.04224 15.0945 7.68837 False
46334147 12.6235 8.26284 11.5374 6.15299 True
46334149 15.0918 9.94364 14.3725 7.65954 True
46334156 7.7341 4.52467 4.7731 2.53598 False
46334157 14.312 9.48616 12.1366 6.50132 True
46334369 7.28189 4.16895 5.01571 2.33409 False
46334373 13.6954 8.52358 12.6609 6.52074 True
46334374 8.14607 3.99489 9.047 2.90902 False
46334375 12.9282 8.05144 11.5701 6.35022 True
46334376 12.4006 8.15463 10.1772 5.36286 True
46334378 10.251 5.7723 8.44044 4.97836 False
46334379 11.1334 7.62709 10.3878 5.23389 True
46334382 3.84981 2.1342 4.43709 1.8375 False
46334384 9.03632 4.96056 9.49135 3.76264 False
46334386 8.55661 3.95839 7.94357 2.36064 False
46334391 11.9389 7.40985 10.4779 5.57503 True
46334611 11.8568 7.98991 11.6912 6.15757 True
46334615 13.4413 8.93167 12.0996 6.47382 True
46334619 6.84501 4.41018 5.37424 2.95975 True
46334622 4.22703 3.09699 4.39774 2.08759 False
46334626 11.6017 7.04223 10.8673 5.91536 False
46334627 12.2195 8.10307 11.6615 6.19634 True
46334628 12.4338 7.9778 12.2521 6.40321 True
46334629 7.55579 4.64307 3.8668 1.90124 False
