Hole SNR1 SNR2 SNR3 SNR4 HasAlignment
13435557 8.44935 3.95532 8.69727 4.55858 False
13435563 7.2184 4.54207 5.83038 3.14914 True
13435567 6.01161 3.70377 4.1659 2.17308 False
13435776 14.4017 9.30278 12.3743 6.70584 True
13435781 15.4326 10.2652 15.5451 8.2715 True
13435782 3.82083 2.07114 4.27429 1.65499 False
13500592 10.0204 5.98285 9.94235 5.27614 False
13500595 13.2743 8.75585 12.9307 6.93917 True
13500596 17.5522 11.5462 14.5072 7.91043 True
13500598 9.53045 6.20105 9.20703 4.84474 True
13500600 12.1336 7.78351 9.07006 4.63569 True
13500602 14.1988 9.30758 12.7843 6.71478 True
13500603 13.0032 8.04168 11.5241 6.06222 False
13500612 16.5752 11.3472 15.5667 8.46749 True
13500615 14.1998 8.84411 11.8 6.2995 True
13500618 3.48675 2.65997 2.94347 2.00897 False
13500623 5.44373 3.26961 6.50623 2.5731 False
13500832 6.63211 3.07147 4.60181 2.11597 False
13500834 8.09144 3.57199 6.06516 2.43135 False
13500835 9.99197 5.11847 7.8242 3.81228 False
13500842 13.1597 8.86614 12.1418 6.52543 True
13500844 13.9415 9.38221 12.4265 6.25272 True
13500845 12.88 8.69485 10.7668 5.83701 True
13500857 10.5412 6.85922 8.37444 4.35103 True
13500860 9.32098 5.8556 6.59635 3.33679 True
13500862 14.0839 8.89675 12.353 6.52094 True
13501073 9.13519 5.6533 8.37787 4.55878 True
13501085 14.2846 9.40348 13.1246 6.84734 True
13501087 10.9358 6.68177 11.8617 6.44008 False
13501090 11.6273 7.67316 10.1365 5.29359 True
13501094 13.6766 8.96537 12.3742 6.44104 True
13501097 6.72466 3.58171 6.28563 2.95903 False
13501099 13.9165 9.17197 12.8319 6.86503 True
13501326 5.44941 3.49459 4.28584 2.43144 False
13566131 15.2523 9.49708 12.477 6.28363 True
13566132 13.7344 8.54924 12.7863 6.96385 False
13566138 14.021 8.65983 11.0613 5.72804 True
13566142 12.9207 6.05849 12.6364 5.14277 True
13566147 4.25202 2.70399 3.9242 2.3706 False
13566150 11.4838 8.93309 10.2611 5.81647 True
13566152 12.3247 8.15694 10.3167 5.55903 True
13566153 14.376 9.25208 13.4186 6.74398 True
13566370 12.328 8.02238 11.2917 6.38478 False
13566371 4.6409 3.03088 7.99335 2.1308 False
13566375 8.49393 4.0584 4.86115 1.86283 False
13566376 7.73532 4.97331 6.72127 3.51803 True
13566378 13.1101 8.90162 11.6799 6.3739 True
13566383 12.9864 4.13683 10.3342 2.4374 False
13566384 10.2919 6.70054 7.96737 4.18337 True
13566385 12.8807 8.76805 13.2877 7.16298 True
13566388 12.8277 8.53121 11.6397 6.21484 True
13566391 12.2649 7.72866 10.0485 5.5592 True
13566395 11.8387 7.74756 13.3013 7.15561 True
13566612 13.1954 8.69995 11.7494 6.41659 True
13566613 14.1528 9.73512 14.1602 7.91057 True
13566615 14.1523 9.28746 11.9103 6.44347 True
13566616 12.7017 8.40138 11.7428 6.37799 True
13566618 14.6634 9.85239 14.8768 7.96323 True
13566621 13.637 9.52304 11.8769 6.64344 True
13566622 9.4171 3.19426 7.37501 2.87935 False
13566626 14.2277 9.46682 13.2668 7.12966 True
13566627 11.7859 8.65391 11.1601 6.07789 False
13566631 6.4715 4.08443 4.66427 2.25794 True
13566639 6.56788 4.06986 4.81542 2.73177 False
13566852 4.67946 2.08293 3.55704 1.66786 False
13566854 11.0793 6.95167 10.2711 5.65246 False
13566855 13.89 9.52971 13.023 7.17475 True
13566857 16.2188 10.4124 15.1545 8.32844 True
13566871 16.0708 10.5423 15.5205 8.36071 True
13631666 11.1005 6.50813 10.728 6.04084 True
13631668 11.5791 7.80841 11.9687 6.36105 True
13631672 13.2172 6.62011 4.85544 2.39248 False
13631673 3.44213 2.31516 3.51015 1.83756 False
13631675 16.3658 10.2785 14.5818 7.49502 True
13631677 14.5379 9.61737 11.8871 6.35288 True
13631681 12.3218 8.27072 12.6023 6.93057 True
13631684 13.2307 8.74395 12.4589 6.5006 True
13631685 14.9701 9.77433 11.3879 6.30084 True
13631691 11.5419 6.95386 11.5266 6.29406 True
13631694 13.5564 10.6898 10.809 6.34504 True
13631904 14.0378 7.86177 14.3972 7.82121 True
13631910 13.2067 8.60988 10.6114 5.78157 True
13631911 13.9712 8.76414 12.2914 5.39796 True
13631917 13.5305 9.9755 11.2605 7.7937 True
13631918 8.47422 4.80511 5.4537 2.63081 False
13631919 12.9426 8.17175 11.9267 6.02882 True
13631924 14.1249 9.51322 12.2181 6.91413 True
13631925 4.0819 2.09366 3.3062 1.5608 False
13631928 14.9767 9.58533 13.7551 7.06946 True
13631929 17.4665 11.6046 15.9327 8.36178 True
13631930 12.6261 8.04593 12.7543 6.35361 True
13631933 14.9916 9.91934 13.3459 7.19701 True
13631934 12.8779 8.49484 13.6476 7.14841 True
13631935 13.5268 9.07083 12.5235 6.78644 True
13632148 15.1363 9.9605 13.2066 7.08936 True
13632149 12.1026 6.65289 10.1745 4.90077 True
13632150 9.12907 4.8995 9.02884 4.22447 False
13632152 14.182 9.4698 13.9675 7.75898 True
13632154 13.9646 9.24467 13.3872 7.20525 True
13632161 10.7706 7.2121 7.83435 4.15545 True
13632162 10.6422 7.1338 10.1581 5.38096 True
13632167 13.1575 4.93678 9.55184 3.74592 False
13632170 15.1337 9.48937 13.7743 7.29412 True
13632172 8.36152 4.31324 9.03233 2.4004 False
13632174 12.4662 7.58991 10.6904 5.62451 True
13632387 15.062 9.76866 14.1644 7.8105 True
13632388 10.2936 5.50533 11.6447 4.28282 False
13632395 13.1163 8.43608 11.0121 5.94729 True
13632400 12.7313 9.38959 11.2673 6.71564 True
13632402 13.4187 8.89713 11.6285 6.18509 True
13632404 5.04594 2.34659 4.59762 1.67476 False
13632414 16.4767 10.7689 15.8842 8.52423 True
13632415 15.7459 10.2062 15.377 8.5504 True
13697200 11.0815 7.6023 11.9803 6.17445 True
13697201 15.5328 10.326 12.2822 6.52255 True
13697202 12.6676 9.52032 11.3121 6.15424 False
13697206 15.7636 10.5339 12.8185 7.08404 True
13697207 15.0197 9.62571 13.3456 7.133 True
13697208 11.606 7.37312 10.5589 5.66513 True
13697213 12.9245 8.99838 11.8157 6.17696 True
13697220 12.9621 8.53731 11.0334 5.91963 True
13697222 13.7468 8.89634 12.6654 6.70156 True
13697223 13.536 8.57234 12.2911 6.25416 True
13697227 10.7877 6.29276 10.3261 5.6115 True
13697231 13.3665 8.94456 13.3269 7.0503 True
13697445 12.2163 7.52127 11.432 6.02128 True
13697447 8.41042 5.23264 5.94525 3.19982 True
13697449 11.9555 8.19507 10.6197 5.83358 True
13697454 13.1373 8.81442 12.1189 6.56559 True
13697455 10.8906 7.23089 10.3884 5.6567 True
13697458 5.59261 2.70808 3.68349 1.79886 False
13697460 13.4105 8.38093 12.5297 6.56227 False
13697463 10.6961 7.15004 8.49241 4.57122 True
13697464 5.79743 4.43056 4.09664 1.81395 False
13697465 12.0884 7.97571 11.2396 5.8603 True
13697468 13.6589 9.15326 12.7283 6.65975 True
13697680 12.6744 8.1998 13.1819 6.93058 True
13697684 12.4913 8.2121 11.4751 6.28149 True
13697687 11.2033 7.7948 10.2054 5.71627 False
13697688 9.814 6.61318 8.73215 4.229 True
13697689 11.6286 8.09013 11.8157 6.4228 True
13697690 5.86261 3.20246 6.81937 2.30402 False
13697697 12.5487 9.40855 11.284 6.75181 True
13697698 12.4198 8.40376 13.7387 7.34936 True
13697707 13.4525 8.94064 12.1454 6.49423 True
13697711 12.983 8.63219 11.3044 6.07595 True
13697925 16.3807 11.1047 14.0881 7.55595 True
13697933 14.0802 9.59227 13.708 7.91308 True
13697936 14.6373 9.4692 13.2753 7.03937 True
13697937 15.7383 10.6333 14.5658 8.26218 True
13697943 5.0238 2.75592 6.14008 1.7854 False
13697946 15.3284 10.1371 14.0428 7.75469 True
13762740 16.1594 10.8118 16.0285 8.52121 True
13762744 12.8424 8.51777 9.97079 5.34427 True
13762745 14.1476 9.27576 12.7022 6.81559 True
13762750 15.3494 10.3962 13.9846 7.45897 True
13762751 10.451 8.69667 10.549 5.92574 True
13762752 7.33381 4.46429 4.68524 2.52989 True
13762753 12.3151 8.05364 11.8126 6.15858 True
13762755 11.1504 7.39182 11.8065 6.33289 True
13762756 13.8662 8.93876 10.8106 5.72475 True
13762764 13.8293 8.83242 10.8251 6.19467 True
13762767 9.06546 5.54431 3.16987 1.52848 False
13762978 12.9583 8.46759 12.9258 6.19641 False
13762981 11.9082 7.73463 12.6765 6.97992 True
13762983 12.3696 8.9453 10.8177 5.97985 True
13762986 11.8837 8.5926 10.7287 6.48501 True
13762987 12.0722 3.23828 10.7587 4.85048 False
13762988 13.0216 8.62949 11.7628 6.28589 True
13762990 10.3696 6.89316 7.63505 4.16291 True
13762996 13.8851 9.29502 11.4768 6.32972 True
13762998 13.9533 9.03105 14.3406 7.82924 True
13763001 9.02957 5.39873 8.10533 3.80709 True
13763218 9.13051 5.85952 8.7309 4.51522 True
13763223 6.41021 4.81567 4.52189 2.63823 False
13763228 13.7794 9.14929 13.2238 7.105 True
13763231 7.99312 5.20324 3.67687 1.85575 False
13763234 13.6073 9.1907 12.531 6.81302 True
13763237 13.8576 9.26188 12.271 6.48013 True
13763238 12.8991 8.71873 12.942 7.13277 True
13763240 12.1159 8.05343 11.879 6.20518 True
13763242 5.00182 3.39245 3.54489 2.13224 False
13763245 14.1848 9.42549 13.0783 7.04135 True
13763247 7.45225 4.86277 5.90922 2.94668 True
13763462 7.92548 3.95643 8.3786 1.87473 False
13763478 12.006 7.68634 9.22708 4.90564 True
13763480 13.5487 9.43375 11.4208 6.45916 True
13763483 13.418 8.79654 13.6366 7.39805 True
13828273 13.5944 8.97099 12.4489 6.78285 True
13828274 9.39906 6.03718 5.94029 2.9326 True
13828279 8.92092 5.37884 7.33848 3.8623 True
13828287 14.2344 9.47811 12.3635 6.5924 True
13828288 10.1148 6.43481 7.64466 3.84349 True
13828290 14.4266 9.21031 14.6201 8.03789 True
13828292 7.59988 4.50439 5.42535 2.53329 False
13828297 13.7671 10.0136 12.3926 7.08523 True
13828513 13.8932 9.3027 12.5311 6.77896 True
13828515 12.7065 8.36672 11.2147 5.8467 True
13828516 3.73568 2.48215 2.7378 1.66497 False
13828517 11.9014 7.84774 11.542 6.44146 True
13828520 13.9397 9.02133 11.4378 6.1978 True
13828521 11.8518 7.62123 11.145 5.96462 True
13828522 11.1025 5.12034 10.0952 3.4516 False
13828523 13.2061 8.69189 11.9857 6.467 True
13828525 0.0 0.0 0.0 0.0 False
13828527 12.3207 8.06405 12.0977 6.57625 True
13828528 13.1718 7.28299 12.788 4.93221 True
13828530 4.2802 2.26953 3.2309 1.60453 False
13828531 15.0664 10.5644 13.0171 7.4902 True
13828535 14.4548 9.18448 12.5164 6.43929 True
13828539 10.1837 6.65176 8.59807 4.45156 True
13828753 4.46494 2.1443 3.49938 1.67884 False
13828757 12.8207 8.44164 12.0121 6.19504 True
13828759 4.6527 2.95389 3.82251 2.33752 False
13828767 14.8259 9.21192 12.918 6.49662 True
13828770 6.36204 4.16428 4.96748 2.67255 True
13828771 10.8955 6.60863 9.05507 4.59044 True
13828773 12.0117 7.63275 11.3715 5.86239 True
13828774 10.4477 6.97948 10.3814 5.66287 True
13828776 5.99057 3.40694 4.41982 2.26838 False
13828782 13.2307 8.96868 12.4862 6.86241 True
13829004 15.0668 10.2348 13.1868 7.36594 True
13829005 13.1652 10.2224 12.4205 7.53885 True
13829016 13.8243 9.03323 12.6969 6.89772 True
13829019 13.7225 9.76136 13.1263 7.02037 True
13829023 9.35209 6.03149 7.99735 4.1968 True
13893808 13.9302 8.63978 13.3478 6.47445 True
13893810 7.9954 5.11426 6.76144 3.42363 True
13893812 12.1296 8.12231 9.44403 4.72621 True
13893814 12.9673 8.38337 12.4088 6.50233 True
13893816 11.6899 8.5519 10.975 5.83815 True
13893817 5.57734 3.52954 4.07468 2.39877 False
13893818 10.3394 6.5724 6.64918 3.52653 True
13893823 13.3806 8.58037 12.5101 6.63906 True
13893824 13.2902 8.95144 13.9715 7.31127 True
13893829 14.2801 9.45545 10.9937 5.90349 True
13893832 8.27455 5.11402 2.64677 1.38813 False
13893835 13.2886 8.4414 11.3849 5.82886 True
13894048 17.4303 11.8762 15.4987 8.50416 True
13894049 15.3295 10.2872 12.5536 6.88945 True
13894055 14.173 9.26419 13.9153 7.53767 True
13894056 11.8609 6.62817 10.9778 5.41893 True
13894057 8.32741 5.14224 5.43798 2.58599 False
13894062 4.42898 2.35297 3.88717 1.75643 False
13894063 13.4635 7.72295 12.7283 5.53274 True
13894064 4.91559 2.34009 3.98271 1.97393 False
13894069 11.4366 8.10364 10.2316 5.49895 True
13894074 14.1505 9.37998 12.2846 6.685 True
13894076 4.51187 2.7225 5.23392 1.85111 False
13894077 13.2288 8.62219 13.3664 7.27026 True
13894078 10.8438 7.98002 9.92935 5.58265 False
13894079 4.79866 2.66973 6.44484 3.47264 False
13894292 14.5008 9.56289 13.9701 7.32783 True
13894296 13.4401 8.75542 13.2912 6.92565 True
13894299 14.1052 9.1583 12.4187 6.6519 True
13894300 7.43818 4.80344 5.28604 2.84406 True
13894306 14.4036 9.72163 12.9201 6.99887 True
13894308 10.759 6.7802 9.7127 5.05516 True
13894309 13.3509 8.89035 14.4556 7.60151 False
13894313 9.38359 7.11166 9.3655 4.96307 True
13894319 12.9412 9.03521 12.846 7.86225 True
13894532 14.1101 9.29081 13.2005 7.02673 True
13894534 14.453 8.95626 12.2224 6.40436 True
13894539 14.7389 9.95499 12.6125 6.8344 True
13894541 11.4492 6.8227 11.2073 5.55402 True
13894546 7.19996 4.26282 5.79864 2.9447 False
13894551 12.705 8.28134 11.4826 6.06923 True
13894553 6.29325 3.45688 7.19348 1.89667 False
13894554 12.1586 7.90389 12.4773 6.59577 True
13959349 14.3926 9.68029 13.5661 7.23773 True
13959353 15.0663 9.88436 13.6324 7.22817 True
13959355 14.024 9.21602 11.3203 6.19278 True
13959361 5.83485 3.58112 3.73447 2.09959 False
13959364 12.4492 8.96867 11.7715 6.3476 True
13959368 12.6954 8.49898 11.016 6.04153 True
13959371 6.68659 2.71356 6.00431 2.18993 False
13959374 12.7194 8.49488 11.3693 6.09432 True
13959584 12.7191 9.06552 11.566 6.66319 True
13959586 11.5748 7.54703 10.197 5.51827 True
13959597 12.2396 7.46406 13.2383 7.03073 True
13959598 13.1602 8.54619 11.8636 6.35508 True
13959602 7.83977 3.13927 8.47894 1.99818 False
13959604 13.9139 9.02583 11.6865 6.30869 True
13959605 13.8501 9.10541 12.1178 6.51357 True
13959606 11.904 7.87624 12.6624 7.04346 True
13959607 7.83071 4.93462 7.3103 4.0529 True
13959608 12.1909 8.22961 11.6426 6.29191 True
13959610 13.8062 9.1864 12.6011 7.95617 True
13959612 4.41923 2.82051 4.55155 1.91399 False
13959824 13.146 3.88244 10.1805 2.76604 False
13959825 15.4673 10.2897 14.2233 7.79867 False
13959829 8.09723 5.14589 6.57986 3.49151 True
13959831 5.9614 3.74266 4.25323 2.2627 False
13959834 14.257 9.81372 11.9397 6.44058 True
13959839 11.3931 5.89052 10.8946 4.50464 False
13959840 8.79152 5.57006 8.36363 4.43462 True
13959841 13.4957 9.23236 12.5865 6.49323 True
13959842 13.4516 8.8287 11.6441 6.69078 True
13959844 13.0978 9.36356 10.9344 6.33275 True
13959845 15.8797 10.0816 15.1677 7.83953 True
13959847 13.6196 8.59844 11.1341 5.94231 True
13959848 5.93802 3.44768 4.23089 2.25991 False
13960070 13.0953 9.10749 12.2916 6.63361 True
13960071 14.8097 9.89326 13.6171 7.36255 True
13960090 14.3108 9.48417 12.7468 7.11535 True
14024882 9.43578 6.06834 7.04133 3.64091 True
14024884 12.2788 7.59786 11.4019 6.06608 True
14024885 4.80923 2.84895 3.49104 1.79721 False
14024892 13.7893 9.1843 11.6504 6.77229 True
14024893 5.21726 3.11784 5.02642 1.90068 False
14024894 12.7807 8.49555 12.3327 6.08824 True
14024895 14.1797 9.63824 12.7538 6.84165 False
14024897 11.2666 7.4746 10.6148 5.62494 True
14024898 11.1606 7.1131 12.6046 6.91855 True
14024901 14.268 9.27094 13.5695 6.88635 True
14024902 14.8149 9.72426 11.8468 6.39434 True
14024903 12.7523 8.75936 10.5992 5.80081 True
14024905 13.3799 8.46792 11.3715 5.84724 True
14024910 6.20573 3.57057 4.00109 2.4382 False
14024911 12.9549 8.53463 11.8202 6.0189 True
14025121 15.3099 10.0101 13.3529 7.06412 True
14025122 13.0709 8.65402 11.7579 6.40042 True
14025123 5.343 3.44756 3.55089 2.15539 False
14025129 14.0167 8.94432 13.5739 7.26751 True
14025139 12.1793 6.80566 10.9099 5.47937 True
14025140 11.0381 7.31675 10.8596 5.65218 True
14025141 12.3099 8.29413 11.2356 6.11548 True
14025142 11.381 7.68794 12.3372 6.49531 True
14025145 14.634 9.60511 11.2235 6.10096 True
14025147 12.3205 8.14384 11.0103 5.91244 True
14025149 15.1555 9.88726 13.7542 7.40287 True
14025361 5.19516 2.3392 4.74865 2.58651 False
14025364 10.9325 4.86999 6.90383 3.82691 False
14025365 13.1735 8.61963 11.9598 6.38109 True
14025366 6.12483 2.2316 6.78032 1.83611 False
14025372 13.0884 8.56982 11.2578 5.96993 True
14025376 6.40599 4.26588 4.38263 2.08946 True
14025379 4.25655 2.1653 7.69045 1.89156 False
14025386 13.5187 8.90298 13.7715 7.26225 True
14025387 10.0628 4.3345 7.63903 3.45204 False
14025389 13.5616 9.54282 12.2849 7.07694 True
14025390 11.2693 8.02698 9.51025 4.96954 False
14025602 14.0279 10.3697 12.281 7.17693 True
14025603 14.1787 9.22299 12.7685 7.54484 True
14025604 10.373 5.82467 6.75195 3.32234 False
14025615 14.4682 9.55502 13.5444 7.26658 True
14025618 14.0697 9.56015 11.5611 6.18434 True
14025622 9.95542 5.10042 7.6295 3.55102 False
14025623 13.9273 9.16213 13.5886 7.47449 True
14025624 3.49968 2.41016 2.8399 1.87999 False
14090418 11.4564 6.51819 8.85824 4.5008 True
14090420 12.8607 8.42024 10.9924 5.82648 True
14090421 10.5293 7.0125 9.09569 4.81993 True
14090425 15.1889 9.96766 12.3272 6.77943 True
14090427 14.6746 9.26817 13.9296 7.16155 True
14090429 8.39729 5.21004 5.41939 2.72733 False
14090431 9.68693 4.59608 11.021 2.95595 False
14090436 13.6015 9.27611 11.9335 6.39437 True
14090438 8.33423 5.28405 5.87157 2.91683 False
14090439 6.86205 4.30842 5.52752 2.75834 True
14090443 0.0 0.0 0.0 0.0 False
14090445 10.7755 7.16244 8.26897 4.31669 True
14090447 13.1241 8.69637 10.8796 5.72431 True
14090657 14.5625 9.27601 12.4062 6.51986 True
14090659 10.4082 7.60175 10.0688 6.53285 True
14090660 7.74766 3.99494 5.28933 2.98715 True
14090662 11.463 7.33737 11.2922 5.68063 True
14090664 14.9718 9.60244 13.7699 7.13205 True
14090669 13.9362 8.92905 13.8276 7.4642 True
14090674 10.386 7.0417 10.5039 5.60428 True
14090677 3.77278 2.43519 2.72644 1.78068 False
14090678 11.783 7.47 12.0829 6.95371 True
14090680 15.1812 9.89023 12.9502 7.04071 True
14090683 13.3106 7.43598 14.3889 7.41699 True
14090685 16.9446 11.1038 14.2058 7.58713 True
14090687 10.5064 7.36002 10.959 6.23521 True
14090896 13.4668 5.12323 9.57716 4.32354 False
14090902 9.41231 4.11964 8.40945 4.84079 False
14090907 13.2885 9.17632 13.2553 6.69769 True
14090913 11.1132 6.71741 10.3598 5.03488 True
14090918 14.1781 9.11795 12.5466 6.57709 False
14090919 14.1479 9.25677 13.6445 7.23578 True
14090922 7.84565 4.76251 7.0601 3.01818 False
14091142 14.2727 9.40425 13.5763 7.27209 True
14091147 14.8552 9.85773 12.634 6.86659 True
14091157 4.46794 2.60968 3.14043 1.55338 False
14091158 14.5625 9.74552 13.8002 7.4006 True
14091162 10.9433 7.47893 8.78517 4.65899 True
14155953 13.7149 8.93522 10.9148 5.88115 True
14155954 14.9829 9.27471 12.3498 6.71586 True
14155957 15.4404 9.90169 13.8344 7.31919 True
14155958 7.94095 3.71723 6.69014 3.12011 True
14155961 11.4565 6.37545 13.0525 6.13823 True
14155964 13.8222 9.25362 13.3676 7.15923 True
14155965 15.313 9.67569 12.8927 6.80941 True
14155967 12.7485 8.51116 12.787 6.97593 True
14155968 11.1647 7.28467 10.8207 5.86052 True
14155972 9.06629 5.98482 7.38783 3.8463 True
14156192 12.2697 8.04748 12.038 6.44995 True
14156196 12.9317 9.57821 10.923 7.0045 True
14156197 12.3973 8.00871 10.8241 5.62227 True
14156198 10.2 6.73092 9.00579 4.47861 True
14156206 12.1812 8.13255 10.9207 5.8996 True
14156212 12.473 8.07512 9.79146 5.30572 True
14156214 7.74345 4.87421 7.48236 3.80555 True
14156219 11.5446 7.30962 6.46869 3.43991 True
14156222 12.3828 8.09511 10.2436 5.70281 False
14156432 13.0021 8.07151 12.8144 6.89779 True
14156435 13.5596 9.01229 10.8616 5.97869 True
14156436 13.0764 8.61598 12.974 6.94583 True
14156440 11.2501 7.56277 9.45962 5.1712 True
14156444 17.3031 11.5305 15.8043 8.50835 True
14156447 4.03366 2.47927 2.99672 1.59306 False
14156449 8.80969 5.57656 8.64316 4.47566 True
14156453 12.1467 8.18538 10.3316 5.92698 True
14156455 13.4088 8.92953 12.5161 6.71398 True
14156456 13.0496 8.72912 10.9733 6.25167 True
14156457 15.0864 9.99736 14.6427 7.76316 True
14156461 5.45231 2.83409 4.00798 2.12106 False
14156462 15.9071 10.73 12.982 7.3663 True
14156672 14.6071 9.69398 13.6834 7.39867 True
14156675 7.58331 4.86382 6.77142 3.62662 True
14156682 14.9569 9.78084 12.6068 6.61535 True
14156684 15.8151 10.3503 13.8272 7.33996 True
14156693 15.4955 10.2827 14.6897 7.85768 True
14156694 5.12014 3.42401 3.85023 2.34473 True
14156697 13.2908 9.66513 11.5632 6.34225 True
14156699 4.84971 2.49559 6.09953 1.80308 False
14221488 13.6556 9.10451 12.9057 6.99766 True
14221490 13.1977 9.40195 10.338 5.72232 True
14221491 12.5297 8.15008 11.4165 6.12014 True
14221494 14.3183 9.62702 12.4158 6.04921 True
14221495 12.2657 9.71113 9.31487 5.45721 True
14221497 4.78329 3.21222 3.6542 2.42606 False
14221498 3.99806 2.36591 4.01535 1.72032 False
14221503 11.4149 7.58159 11.774 6.22937 True
14221507 13.9294 8.78532 12.6126 7.13231 True
14221513 12.0127 8.74798 10.7753 6.20747 True
14221516 8.67881 5.80634 7.4816 3.78001 True
14221517 12.623 7.66157 13.7277 5.80564 False
14221728 13.6501 9.19916 12.6134 6.72481 True
14221735 12.571 8.40643 12.0908 6.4119 True
14221738 13.521 9.07333 12.1649 6.53843 True
14221740 11.6866 4.66226 8.07253 5.30115 False
14221742 11.5783 7.46644 8.30205 4.48202 True
